geography_code,date,date_name,value,notes
E06000005,2023-03-01,Apr 2022-Mar 2023,2.5,Normal Value
E06000047,2023-03-01,Apr 2022-Mar 2023,4.0,Normal Value
E06000001,2023-03-01,Apr 2022-Mar 2023,5.1,Normal Value
E06000002,2023-03-01,Apr 2022-Mar 2023,5.7,Normal Value
E06000057,2023-03-01,Apr 2022-Mar 2023,4.6,Normal Value
E06000003,2023-03-01,Apr 2022-Mar 2023,3.5,Normal Value
E06000004,2023-03-01,Apr 2022-Mar 2023,3.4,Normal Value
E08000037,2023-03-01,Apr 2022-Mar 2023,4.1,Normal Value
E08000021,2023-03-01,Apr 2022-Mar 2023,4.0,Normal Value
E08000022,2023-03-01,Apr 2022-Mar 2023,5.0,Normal Value
E08000023,2023-03-01,Apr 2022-Mar 2023,11.9,Normal Value
E08000024,2023-03-01,Apr 2022-Mar 2023,2.0,Normal Value
E06000008,2023-03-01,Apr 2022-Mar 2023,4.7,Normal Value
E06000009,2023-03-01,Apr 2022-Mar 2023,4.7,Normal Value
E06000049,2023-03-01,Apr 2022-Mar 2023,3.5,Normal Value
E06000050,2023-03-01,Apr 2022-Mar 2023,4.4,Normal Value
E06000006,2023-03-01,Apr 2022-Mar 2023,2.0,Normal Value
E06000007,2023-03-01,Apr 2022-Mar 2023,2.1,Normal Value
E07000026,2023-03-01,Apr 2022-Mar 2023,5.5,Normal Value
E07000027,2023-03-01,Apr 2022-Mar 2023,3.6,Normal Value
E07000028,2023-03-01,Apr 2022-Mar 2023,3.7,Normal Value
E07000029,2023-03-01,Apr 2022-Mar 2023,5.7,Normal Value
E07000030,2023-03-01,Apr 2022-Mar 2023,6.3,Normal Value
E07000031,2023-03-01,Apr 2022-Mar 2023,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E08000001,2023-03-01,Apr 2022-Mar 2023,4.3,Normal Value
E08000002,2023-03-01,Apr 2022-Mar 2023,2.1,Normal Value
E08000003,2023-03-01,Apr 2022-Mar 2023,5.2,Normal Value
E08000004,2023-03-01,Apr 2022-Mar 2023,2.5,Normal Value
E08000005,2023-03-01,Apr 2022-Mar 2023,2.9,Normal Value
E08000006,2023-03-01,Apr 2022-Mar 2023,5.5,Normal Value
E08000007,2023-03-01,Apr 2022-Mar 2023,2.9,Normal Value
E08000008,2023-03-01,Apr 2022-Mar 2023,3.8,Normal Value
E08000009,2023-03-01,Apr 2022-Mar 2023,5.3,Normal Value
E08000010,2023-03-01,Apr 2022-Mar 2023,4.7,Normal Value
E07000117,2023-03-01,Apr 2022-Mar 2023,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E07000118,2023-03-01,Apr 2022-Mar 2023,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E07000119,2023-03-01,Apr 2022-Mar 2023,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E07000120,2023-03-01,Apr 2022-Mar 2023,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E07000121,2023-03-01,Apr 2022-Mar 2023,2.6,Normal Value
E07000122,2023-03-01,Apr 2022-Mar 2023,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E07000123,2023-03-01,Apr 2022-Mar 2023,6.1,Normal Value
E07000124,2023-03-01,Apr 2022-Mar 2023,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E07000125,2023-03-01,Apr 2022-Mar 2023,8.7,Normal Value
E07000126,2023-03-01,Apr 2022-Mar 2023,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E07000127,2023-03-01,Apr 2022-Mar 2023,9.0,Normal Value
E07000128,2023-03-01,Apr 2022-Mar 2023,6.9,Normal Value
E08000011,2023-03-01,Apr 2022-Mar 2023,3.9,Normal Value
E08000012,2023-03-01,Apr 2022-Mar 2023,4.2,Normal Value
E08000014,2023-03-01,Apr 2022-Mar 2023,2.0,Normal Value
E08000013,2023-03-01,Apr 2022-Mar 2023,3.4,Normal Value
E08000015,2023-03-01,Apr 2022-Mar 2023,3.3,Normal Value
E06000011,2023-03-01,Apr 2022-Mar 2023,2.2,Normal Value
E06000010,2023-03-01,Apr 2022-Mar 2023,4.9,Normal Value
E06000012,2023-03-01,Apr 2022-Mar 2023,1.5,Normal Value
E06000013,2023-03-01,Apr 2022-Mar 2023,3.1,Normal Value
E06000014,2023-03-01,Apr 2022-Mar 2023,1.4,Normal Value
E07000163,2023-03-01,Apr 2022-Mar 2023,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E07000164,2023-03-01,Apr 2022-Mar 2023,4.4,Normal Value
E07000165,2023-03-01,Apr 2022-Mar 2023,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E07000166,2023-03-01,Apr 2022-Mar 2023,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E07000167,2023-03-01,Apr 2022-Mar 2023,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E07000168,2023-03-01,Apr 2022-Mar 2023,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E07000169,2023-03-01,Apr 2022-Mar 2023,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E08000016,2023-03-01,Apr 2022-Mar 2023,3.0,Normal Value
E08000017,2023-03-01,Apr 2022-Mar 2023,4.1,Normal Value
E08000018,2023-03-01,Apr 2022-Mar 2023,2.2,Normal Value
